manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,age_categories,year,day,month
shot,gun,19.0,M,W,San Antonio,TX,False,attack,Foot,False,Teenage,2018,20,7
shot,gun,33.0,M,O,Puna,HI,False,attack,Car,False,Youth,2018,20,7
shot,gun,38.0,M,W,Lady Lake,FL,False,attack,Not fleeing,False,Adult,2018,20,7
shot,gun,45.0,M,H,Riverside,CA,False,attack,Car,False,Adult,2018,20,7
shot,gun and car,39.0,M,W,Tucson,AZ,False,attack,Foot,False,Adult,2018,21,7
shot,undetermined,21.0,M,H,Mesa,AZ,False,attack,Not fleeing,False,Teenage,2018,21,7
shot,knife,56.0,M,W,Toledo,OH,False,attack,Not fleeing,False,Senior Citizen,2018,21,7
shot,unarmed,27.0,F,H,Los Angeles,CA,False,other,Foot,True,Youth,2018,21,7
shot,toy weapon,50.0,M,H,Anaheim,CA,True,other,Foot,False,Adult,2018,21,7
shot,vehicle,16.0,M,W,Bixby,OK,False,attack,Car,False,Teenage,2018,22,7
shot,gun,18.0,M,W,Hanover,CO,False,attack,Not fleeing,False,Teenage,2018,22,7
shot,unknown weapon,38.0,M,H,Riverside,CA,False,other,Not fleeing,False,Adult,2018,22,7
shot,box cutter,32.0,M,H,Highland,CA,False,attack,Foot,False,Youth,2018,22,7
shot,machete,33.0,M,H,Burlington,NC,True,other,Not fleeing,False,Youth,2018,23,7
shot,gun,71.0,M,W,Bristol,VA,True,attack,Not fleeing,False,Senior Citizen,2018,23,7
shot,knife,30.0,M,H,Silver Spring,MD,True,other,Not fleeing,False,Youth,2018,23,7
shot,vehicle,39.0,F,W,Soddy-Daisy,TN,False,attack,Car,False,Adult,2018,24,7
shot,gun,19.0,M,B,Starke,FL,False,other,Car,False,Teenage,2018,24,7
shot,gun,44.0,M,W,Seaside,OR,False,other,Not fleeing,True,Adult,2018,24,7
shot,vehicle,54.0,M,W,Spokane,WA,False,attack,Car,False,Senior Citizen,2018,25,7
shot,gun,29.0,M,B,Memphis,TN,True,attack,Not fleeing,True,Youth,2018,25,7
shot,gun,35.0,M,H,Amarillo,TX,False,other,Not fleeing,False,Adult,2018,25,7
shot,unarmed,56.0,M,W,Havasu,AZ,True,other,Not fleeing,True,Senior Citizen,2018,25,7
shot,gun,64.0,M,W,LaFollette,TN,True,attack,Not fleeing,False,Senior Citizen,2018,25,7
shot,gun,25.0,M,B,Nashville,TN,False,other,Foot,True,Youth,2018,26,7
shot,gun,43.0,M,W,Walton County,GA,False,attack,Foot,False,Adult,2018,26,7
shot,gun,18.0,M,H,Kent Station,WA,False,other,Not fleeing,False,Teenage,2018,26,7
shot,gun,36.0,M,W,Lakemoor,IL,False,other,Not fleeing,False,Adult,2018,26,7
shot,toy weapon,24.0,M,H,Redondo Beach,CA,False,undetermined,Not fleeing,False,Youth,2018,26,7
shot,gun,30.0,M,W,Springdale,AR,False,attack,Not fleeing,False,Youth,2018,26,7
shot,gun,53.0,M,A,Nanakuli,HI,True,attack,Not fleeing,False,Senior Citizen,2018,26,7
shot,unarmed,60.0,F,B,Savannah,GA,False,other,Not fleeing,False,Senior Citizen,2018,27,7
shot,gun,32.0,M,H,Los Angeles,CA,False,attack,Not fleeing,True,Youth,2018,27,7
shot,gun,25.0,M,B,Toledo,OH,False,other,Foot,True,Youth,2018,28,7
shot,unarmed,44.0,M,H,South Whitehall Township,PA,False,undetermined,Not fleeing,False,Adult,2018,28,7
shot,undetermined,32.0,M,W,Pineville,LA,False,undetermined,Car,False,Youth,2018,28,7
shot,gun,33.0,M,W,Aberdeen,NC,False,attack,Not fleeing,False,Youth,2018,28,7
shot,vehicle,35.0,M,W,Adams County,CO,False,attack,Car,False,Adult,2018,29,7
shot,gun,35.0,M,W,Aurora,CO,False,other,Not fleeing,False,Adult,2018,30,7
shot,gun,35.0,M,B,Mississippi County,AR,False,attack,Foot,False,Adult,2018,31,7
shot,gun,23.0,M,H,Glendale,AZ,False,attack,Not fleeing,False,Youth,2018,31,7
shot,gun,27.0,M,B,Oxon Hill,MD,False,other,Foot,False,Youth,2018,1,8
shot,gun,53.0,M,W,Tucson,AZ,False,other,Not fleeing,False,Senior Citizen,2018,1,8
shot,gun,35.0,M,H,Hereford,TX,False,attack,Not fleeing,False,Adult,2018,1,8
shot,gun,41.0,M,B,Sussex County,VA,False,attack,Car,False,Adult,2018,1,8
shot,vehicle,57.0,M,W,Westminster,CO,False,attack,Car,False,Senior Citizen,2018,2,8
shot,toy weapon,18.0,M,W,Apopka,FL,False,attack,Not fleeing,False,Teenage,2018,2,8
shot,gun,34.0,M,B,Pine Bluff,AR,False,attack,Not fleeing,False,Youth,2018,3,8
shot,gun,49.0,M,W,Trumann,AR,True,attack,Not fleeing,False,Adult,2018,3,8
shot,gun,31.0,M,W,Deer Park,WA,True,attack,Not fleeing,False,Youth,2018,3,8
shot,Taser,29.0,M,H,Seville,FL,True,other,Not fleeing,True,Youth,2018,3,8
shot,gun,33.0,M,W,Liberty,MO,True,attack,Not fleeing,False,Youth,2018,4,8
shot,gun,38.0,M,W,Delray Beach,FL,True,other,Not fleeing,False,Adult,2018,4,8
shot,gun,43.0,M,N,St. Paul,MN,False,other,Not fleeing,True,Adult,2018,5,8
shot,gun,58.0,M,W,Hesperia,CA,False,other,Not fleeing,False,Senior Citizen,2018,5,8
shot,baseball bat,29.0,M,W,Las Cruces,NM,True,attack,Not fleeing,False,Youth,2018,5,8
shot,gun,68.0,M,W,Van Buren,AR,False,attack,Not fleeing,False,Senior Citizen,2018,5,8
shot,knife,62.0,M,B,Las Vegas,NV,True,attack,Not fleeing,True,Senior Citizen,2018,6,8
shot,metal pipe,39.0,M,B,Atlanta,GA,False,attack,Not fleeing,False,Adult,2018,6,8
shot,gun,59.0,M,B,Philadelphia,PA,False,attack,Not fleeing,False,Senior Citizen,2018,6,8
shot,gun,24.0,M,W,Monroe County,IN,False,attack,Not fleeing,True,Youth,2018,7,8
shot,gun,70.0,M,H,Los Angeles,CA,False,other,Not fleeing,False,Senior Citizen,2018,7,8
shot,undetermined,42.0,M,H,Salt River Reservation,AZ,False,undetermined,Other,False,Adult,2018,7,8
shot,vehicle,26.0,M,W,Shreveport,LA,False,other,Car,False,Youth,2018,7,8
shot,vehicle,24.0,M,W,Carthage,TN,False,attack,Not fleeing,False,Youth,2018,8,8
shot,chain,48.0,M,B,San Diego,CA,False,attack,Not fleeing,False,Adult,2018,8,8
shot,knife,35.0,M,W,Las Vegas,NV,True,attack,Not fleeing,True,Adult,2018,8,8
shot,knife,54.0,M,B,Omaha,NE,False,attack,Not fleeing,False,Senior Citizen,2018,8,8
shot,gun,48.0,M,B,Philadelphia,PA,False,attack,Foot,False,Adult,2018,9,8
shot,gun,37.0,M,W,Durham,NC,True,attack,Not fleeing,True,Adult,2018,9,8
shot,gun,40.0,M,B,Landover,MD,False,other,Foot,False,Adult,2018,9,8
shot,gun,28.0,M,B,Columbus,OH,False,attack,Foot,False,Youth,2018,9,8
shot,gun,43.0,M,W,Denham Springs,LA,False,attack,Not fleeing,False,Adult,2018,10,8
shot,gun,49.0,M,W,Akron,OH,True,attack,Foot,False,Adult,2018,11,8
shot,knife,35.0,M,W,Hawkins,WI,True,undetermined,Not fleeing,False,Adult,2018,12,8
shot,undetermined,21.0,M,H,Los Angeles,CA,False,attack,Foot,False,Teenage,2018,12,8
shot,gun,40.0,M,B,Waynesboro,VA,False,attack,Car,False,Adult,2018,12,8
shot,gun,32.0,M,B,Oklahoma City,OK,False,attack,Foot,False,Youth,2018,13,8
shot,gun,48.0,M,B,Milwaukee,WI,True,other,Not fleeing,True,Adult,2018,13,8
shot,gun,32.0,M,W,Richton Park,IL,False,attack,Foot,True,Youth,2018,13,8
shot,gun,31.0,M,W,Creston,IA,True,other,Not fleeing,False,Youth,2018,13,8
shot,gun and knife,35.0,M,H,Fresno,CA,True,attack,Not fleeing,True,Adult,2018,14,8
shot,gun,58.0,M,W,Olustee,FL,False,attack,Not fleeing,False,Senior Citizen,2018,16,8
shot,knife,30.0,M,B,Wasilla,AK,False,attack,Not fleeing,False,Youth,2018,16,8
shot and Tasered,gun,21.0,M,B,Austin,TX,False,attack,Not fleeing,False,Teenage,2018,17,8
shot,gun,15.0,M,H,Ceres,CA,False,other,Other,False,Teenage,2018,18,8
shot and Tasered,gun,28.0,M,H,Phoenix,AZ,False,other,Foot,False,Youth,2018,18,8
shot,knife,30.0,M,W,Los Angeles,CA,False,other,Not fleeing,False,Youth,2018,18,8
shot,toy weapon,21.0,M,B,Bakersfield,CA,False,other,Not fleeing,False,Teenage,2018,19,8
shot,gun,42.0,M,W,Spokane,WA,True,attack,Not fleeing,False,Adult,2018,19,8
shot,gun,33.0,M,B,Atlanta,GA,False,attack,Not fleeing,False,Youth,2018,19,8
shot,gun,35.0,M,W,Great Falls,MT,False,other,Not fleeing,False,Adult,2018,19,8
shot,vehicle,36.0,M,B,Philadelphia,PA,False,attack,Car,False,Adult,2018,20,8
shot,gun,38.0,M,W,Gonic,NH,False,attack,Not fleeing,False,Adult,2018,20,8
shot,vehicle,34.0,F,H,Los Lunas,NM,False,other,Not fleeing,False,Youth,2018,23,8
shot,sharp object,23.0,F,W,Columbus,OH,False,attack,Not fleeing,False,Youth,2018,23,8
shot,crossbow,44.0,M,W,Enoree,SC,True,attack,Not fleeing,False,Adult,2018,24,8
shot,toy weapon,20.0,M,B,Cincinnati,OH,False,attack,Not fleeing,True,Teenage,2018,24,8
shot,knife,41.0,M,H,Bakersfield,CA,False,other,Not fleeing,False,Adult,2018,24,8
shot,gun,18.0,M,W,Montgomery County,VA,True,other,Not fleeing,False,Teenage,2018,25,8
shot,gun,29.0,M,W,Manchester Township,PA,False,attack,Not fleeing,False,Youth,2018,25,8
shot,gun,37.0,F,W,Alamosa,CO,False,attack,Car,False,Adult,2018,25,8
shot,gun,41.0,F,W,Blacksburg,SC,True,attack,Not fleeing,False,Adult,2018,26,8
shot,gun and vehicle,25.0,M,W,Phoenix,AZ,False,attack,Car,False,Youth,2018,27,8
shot,gun,20.0,M,W,Phoenix,AZ,False,attack,Not fleeing,False,Teenage,2018,27,8
shot,knife,34.0,M,W,Redding,CA,True,other,Not fleeing,False,Youth,2018,27,8
shot,undetermined,37.0,M,H,Tarboro,NC,False,other,Not fleeing,False,Adult,2018,28,8
shot,gun,18.0,M,W,Redlands,CA,True,attack,Not fleeing,False,Teenage,2018,28,8
shot,gun,72.0,M,W,Washington Court House,OH,False,other,Not fleeing,False,Senior Citizen,2018,29,8
shot,vehicle,17.0,M,B,Houston,TX,False,attack,Car,False,Teenage,2018,29,8
shot,gun,45.0,F,W,Beverly Hills,FL,False,attack,Not fleeing,False,Adult,2018,30,8
shot,toy weapon,49.0,F,H,Pasadena,CA,True,other,Not fleeing,False,Adult,2018,30,8
shot,gun,64.0,M,W,Floral City,FL,True,attack,Not fleeing,False,Senior Citizen,2018,31,8
shot,knife,36.0,M,W,Fairview,TN,True,other,Not fleeing,False,Adult,2018,31,8
shot,gun,61.0,M,W,Sedalia,CO,False,attack,Not fleeing,True,Senior Citizen,2018,31,8
shot,vehicle,24.0,M,B,Arlington,TX,False,attack,Car,False,Youth,2018,1,9
shot,gun,70.0,M,H,Bernalillo,NM,False,other,Not fleeing,False,Senior Citizen,2018,3,9
shot,knife,40.0,M,W,Cheney,WA,True,other,Not fleeing,False,Adult,2018,3,9
shot,gun,21.0,M,B,Covington,GA,False,attack,Foot,False,Teenage,2018,3,9
shot,knife,27.0,M,W,Westminster,CO,False,attack,Not fleeing,False,Youth,2018,4,9
shot,unarmed,23.0,M,B,Hollywood,FL,False,undetermined,Not fleeing,False,Youth,2018,5,9
shot,undetermined,33.0,M,W,Morris,AL,False,undetermined,Car,False,Youth,2018,5,9
shot,gun,45.0,M,W,Jonesville,NC,False,attack,Not fleeing,False,Adult,2018,5,9
shot,toy weapon,19.0,M,B,Sacramento,CA,False,attack,Foot,False,Teenage,2018,6,9
shot,gun,28.0,M,B,Pawtucket,RI,False,attack,Not fleeing,False,Youth,2018,7,9
shot,gun,63.0,M,W,Citronelle,AL,False,attack,Not fleeing,False,Senior Citizen,2018,8,9
shot and Tasered,gun and knife,39.0,F,B,Missouri City,TX,False,other,Not fleeing,False,Adult,2018,9,9
shot,gun,35.0,M,B,Greenville,NC,False,attack,Not fleeing,False,Adult,2018,9,9
shot,knife,43.0,M,W,Stanwood,WA,False,other,Not fleeing,False,Adult,2018,9,9
shot,gun and knife,53.0,M,W,Tucson,AZ,True,other,Not fleeing,False,Senior Citizen,2018,10,9
shot,gun,57.0,M,W,Georgetown,KY,False,attack,Not fleeing,False,Senior Citizen,2018,11,9
shot,gun,32.0,M,H,Buffalo,NY,False,attack,Not fleeing,True,Youth,2018,12,9
shot,gun,38.0,M,B,Gary,IN,False,attack,Not fleeing,False,Adult,2018,12,9
shot,box cutter,36.0,M,W,Henderson,NV,False,attack,Not fleeing,True,Adult,2018,13,9
shot,gun,46.0,M,B,Detroit,MI,False,attack,Not fleeing,True,Adult,2018,14,9
shot,gun,31.0,M,W,Cumming,GA,False,attack,Not fleeing,False,Youth,2018,14,9
shot,gun,40.0,M,W,Mesa,AZ,True,attack,Not fleeing,False,Adult,2018,14,9
shot,gun,31.0,M,W,Ankeny,IA,False,attack,Not fleeing,True,Youth,2018,15,9
shot,knife,50.0,M,W,Jacksonville,AR,False,attack,Not fleeing,True,Adult,2018,15,9
shot,gun,29.0,M,H,Lancaster,PA,False,attack,Not fleeing,False,Youth,2018,16,9
shot,gun,40.0,M,W,Walla Walla,WA,True,other,Not fleeing,False,Adult,2018,16,9
shot,unknown weapon,25.0,M,W,Manitowoc,WI,False,other,Not fleeing,False,Youth,2018,16,9
shot,gun,31.0,M,B,Shreveport,LA,False,attack,Not fleeing,False,Youth,2018,16,9
shot,gun,23.0,M,H,Temple Hills,MD,False,other,Foot,False,Youth,2018,17,9
shot,knife,54.0,F,W,Maspeth,NY,True,attack,Not fleeing,True,Senior Citizen,2018,17,9
shot,vehicle,44.0,M,W,Christian County,KY,False,attack,Car,False,Adult,2018,17,9
shot,gun,43.0,M,W,Virginia Beach,VA,False,attack,Foot,False,Adult,2018,18,9
shot,knife,37.0,M,W,Marysville,WA,True,attack,Not fleeing,False,Adult,2018,18,9
shot,gun,55.0,M,W,Honolulu,HI,False,attack,Not fleeing,False,Senior Citizen,2018,20,9
shot,gun,40.0,M,H,Miami,FL,False,attack,Car,False,Adult,2018,20,9
shot,gun,26.0,M,W,Henderson,NV,False,attack,Foot,True,Youth,2018,22,9
shot,gun,29.0,M,B,Baltimore,MD,False,attack,Not fleeing,True,Youth,2018,23,9
shot,box cutter,29.0,M,W,Williamsburg,KY,False,attack,Not fleeing,False,Youth,2018,24,9
shot,vehicle,44.0,M,W,Stead,NV,True,other,Not fleeing,True,Adult,2018,24,9
shot,gun,42.0,M,H,East Los Angeles,CA,False,attack,Not fleeing,False,Adult,2018,24,9
shot,gun,20.0,M,W,Peoria,AZ,False,attack,Not fleeing,False,Teenage,2018,24,9
shot,gun,34.0,M,B,Orlando,FL,False,other,Not fleeing,False,Youth,2018,25,9
shot,knife,41.0,M,H,Stanfordville,NY,False,other,Not fleeing,False,Adult,2018,25,9
shot,vehicle,29.0,M,B,Newark,NJ,False,attack,Car,False,Youth,2018,26,9
shot,gun and knife,19.0,M,W,Enid,OK,False,attack,Car,False,Teenage,2018,27,9
shot and Tasered,knife,37.0,M,H,Honolulu,HI,False,other,Not fleeing,False,Adult,2018,27,9
shot,gun,32.0,M,H,Las Cruces,NM,False,other,Foot,False,Youth,2018,27,9
shot,vehicle,23.0,M,W,Hammond,LA,False,other,Not fleeing,True,Youth,2018,27,9
shot,gun,41.0,M,B,Palatka,FL,False,other,Not fleeing,False,Adult,2018,27,9
shot,gun,24.0,M,W,Johns Island,SC,False,attack,Not fleeing,False,Youth,2018,28,9
shot,undetermined,54.0,M,W,Okmulgee,OK,False,undetermined,Car,False,Senior Citizen,2018,29,9
shot,crossbow,58.0,M,W,Nampa,ID,True,attack,Not fleeing,False,Senior Citizen,2018,29,9
shot,gun,40.0,M,W,Epping,NH,False,undetermined,Not fleeing,False,Adult,2018,29,9
shot,ax,40.0,M,W,Greenback,TN,True,other,Not fleeing,False,Adult,2018,30,9
shot,gun,27.0,M,B,Portland,OR,False,attack,Not fleeing,False,Youth,2018,30,9
shot,knife,23.0,M,W,Hastings,MN,False,attack,Foot,True,Youth,2018,1,10
shot,unarmed,33.0,M,W,Orlando,FL,True,other,Not fleeing,False,Youth,2018,1,10
shot,gun,26.0,M,W,Mableton,GA,True,attack,Not fleeing,False,Youth,2018,2,10
shot,vehicle,36.0,F,B,Victorville,CA,False,attack,Not fleeing,False,Adult,2018,2,10
shot,gun,38.0,M,B,Bartlett,TN,True,attack,Not fleeing,False,Adult,2018,3,10
shot,knife,25.0,M,W,Greenville,MS,False,attack,Not fleeing,False,Youth,2018,4,10
shot,gun,45.0,M,W,Scarbo,WV,False,attack,Not fleeing,False,Adult,2018,4,10
shot,gun,31.0,M,B,Nashville,TN,False,attack,Not fleeing,False,Youth,2018,5,10
shot,gun,48.0,M,W,Klamath Falls,OR,False,attack,Foot,False,Adult,2018,5,10
shot,knife,43.0,M,N,Chinle,AZ,False,other,Not fleeing,False,Adult,2018,5,10
shot,gun,35.0,M,W,Hayti,MO,False,attack,Not fleeing,False,Adult,2018,5,10
shot,machete,51.0,M,W,Honolulu,HI,True,attack,Not fleeing,True,Senior Citizen,2018,7,10
shot,toy weapon,36.0,M,W,Auburn,CA,True,attack,Not fleeing,False,Adult,2018,7,10
shot,gun,39.0,M,W,Lawtey,FL,True,attack,Not fleeing,False,Adult,2018,7,10
shot,gun,25.0,M,W,Larimer County,CO,False,other,Car,False,Youth,2018,8,10
shot,knife,22.0,M,H,Clovis,NM,False,other,Foot,False,Youth,2018,8,10
shot,vehicle,24.0,M,W,Okarche,OK,False,attack,Car,False,Youth,2018,8,10
shot,vehicle,36.0,M,W,Oak Ridge,TN,False,attack,Car,False,Adult,2018,8,10
shot,gun,31.0,M,B,Milwaukee,WI,False,attack,Not fleeing,True,Youth,2018,10,10
shot,knife,30.0,M,W,Portland,OR,False,other,Not fleeing,False,Youth,2018,10,10
shot,gun,72.0,M,W,El Paso,TX,False,attack,Not fleeing,False,Senior Citizen,2018,10,10
shot,gun,39.0,M,B,Rochester,NY,False,attack,Car,False,Adult,2018,10,10
shot,knife,26.0,M,W,Thousand Oaks,CA,True,other,Not fleeing,True,Youth,2018,10,10
shot,gun,49.0,F,W,Sullivan,IN,False,attack,Not fleeing,False,Adult,2018,10,10
shot,gun,21.0,M,W,Las Vegas,NV,True,attack,Foot,True,Teenage,2018,10,10
shot,gun,35.0,M,W,Huntington Beach,CA,False,other,Car,False,Adult,2018,11,10
shot,knife,22.0,M,B,West Jordan,UT,False,other,Not fleeing,False,Youth,2018,11,10
shot and Tasered,knife,17.0,M,W,Orem,OR,False,other,Not fleeing,False,Teenage,2018,12,10
shot,knife,27.0,M,B,Fort Smith,AR,False,other,Not fleeing,False,Youth,2018,12,10
shot,vehicle,26.0,F,O,Puna,HI,False,attack,Not fleeing,False,Youth,2018,12,10
shot,gun,72.0,M,W,Chandler,AZ,True,attack,Not fleeing,False,Senior Citizen,2018,12,10
shot,gun,34.0,M,W,Cobb County,GA,False,attack,Not fleeing,False,Youth,2018,12,10
shot,gun,22.0,M,B,Jeffersonville,OH,False,attack,Not fleeing,False,Youth,2018,14,10
shot,gun,41.0,M,W,Hall County,GA,False,attack,Not fleeing,False,Adult,2018,14,10
shot,knife,17.0,M,H,Woodville,CA,True,attack,Not fleeing,False,Teenage,2018,14,10
shot,gun,55.0,M,W,Alamogordo,NM,False,other,Not fleeing,False,Senior Citizen,2018,14,10
shot,gun,58.0,M,H,Hilltop,OH,False,attack,Not fleeing,False,Senior Citizen,2018,15,10
shot,vehicle,45.0,M,W,Tacoma,WA,False,attack,Not fleeing,False,Adult,2018,16,10
shot,gun,29.0,M,W,Longview,WA,False,attack,Foot,False,Youth,2018,17,10
shot,gun,19.0,M,B,Memphis,TN,False,attack,Foot,False,Teenage,2018,17,10
shot,unarmed,18.0,M,B,San Antonio,TX,False,other,Not fleeing,False,Teenage,2018,17,10
shot,knife,35.0,M,W,Quinlan,TX,False,other,Not fleeing,False,Adult,2018,17,10
shot and Tasered,knife,61.0,M,W,Kearns,UT,False,other,Not fleeing,False,Senior Citizen,2018,17,10
shot,undetermined,18.0,M,W,Arvada,CO,False,attack,Other,False,Teenage,2018,18,10
shot,gun,23.0,M,W,Salt Lake City,UT,False,other,Car,False,Youth,2018,18,10
shot,vehicle,38.0,M,W,Elkhorn,WI,False,attack,Car,False,Adult,2018,18,10
shot,undetermined,19.0,M,B,Vineland,NJ,False,other,Not fleeing,False,Teenage,2018,18,10
shot,toy weapon,63.0,M,B,Monroe,GA,True,attack,Not fleeing,False,Senior Citizen,2018,18,10
shot,vehicle,21.0,M,B,Miami,FL,False,attack,Car,False,Teenage,2018,19,10
shot,knife,25.0,M,W,Brockton,MA,True,other,Not fleeing,False,Youth,2018,19,10
shot,gun,35.0,M,W,Paris,TX,False,attack,Not fleeing,False,Adult,2018,20,10
shot,gun,50.0,M,W,Spanaway,WA,False,other,Not fleeing,False,Adult,2018,20,10
shot,gun,34.0,F,W,Darlington County,SC,False,attack,Not fleeing,True,Youth,2018,20,10
shot,gun,35.0,M,B,Washington,NC,False,other,Not fleeing,True,Adult,2018,21,10
shot,undetermined,35.0,M,W,Quincy,FL,False,undetermined,Car,False,Adult,2018,21,10
shot and Tasered,lawn mower blade,18.0,M,B,Snellville,GA,False,other,Not fleeing,False,Teenage,2018,22,10
shot,knife,26.0,M,W,Riverton,UT,False,attack,Not fleeing,False,Youth,2018,22,10
shot,unknown weapon,61.0,M,W,Newport,TN,False,attack,Not fleeing,False,Senior Citizen,2018,22,10
shot,gun,37.0,M,N,Tulsa,OK,False,attack,Not fleeing,False,Adult,2018,23,10
shot,undetermined,27.0,M,W,Davenport,IA,False,undetermined,Car,False,Youth,2018,23,10
shot,undetermined,24.0,M,W,Alderwood Manor,WA,False,attack,Car,False,Youth,2018,23,10
shot,gun,37.0,M,H,Pittsburg,CA,False,attack,Car,True,Adult,2018,23,10
shot,gun and knife,45.0,M,W,Detroit,MI,False,other,Not fleeing,True,Adult,2018,24,10
shot,vehicle and gun,28.0,M,B,St. Louis,MO,False,attack,Not fleeing,False,Youth,2018,25,10
shot,unknown weapon,44.0,M,A,Las Vegas,NV,True,other,Not fleeing,True,Adult,2018,27,10
shot,gun,30.0,M,B,Houston,TX,True,attack,Not fleeing,False,Youth,2018,27,10
shot,Taser,30.0,M,B,Hollywood,CA,False,other,Not fleeing,True,Youth,2018,29,10
shot,gun,34.0,M,W,South Lake Tahoe,CA,False,attack,Car,False,Youth,2018,29,10
shot,gun,27.0,M,H,Phoenix,AZ,False,attack,Car,False,Youth,2018,29,10
shot,vehicle,28.0,M,B,Parkville,MD,False,attack,Car,False,Youth,2018,29,10
shot,toy weapon,42.0,F,W,Jackson,GA,True,attack,Not fleeing,False,Adult,2018,29,10
shot,gun,32.0,M,W,Port Orange,FL,False,attack,Not fleeing,True,Youth,2018,31,10
shot,gun,24.0,M,B,Jacksonville,FL,False,other,Foot,False,Youth,2018,31,10
shot,toy weapon,17.0,M,H,Houston,TX,False,attack,Car,True,Teenage,2018,31,10
shot,vehicle,26.0,M,H,North Las Vegas,NV,False,attack,Car,False,Youth,2018,31,10
shot,unarmed,35.0,M,B,Idaho Falls,ID,False,attack,Foot,False,Adult,2018,2,11
shot,knife,25.0,M,W,Charleston,WV,False,attack,Not fleeing,False,Youth,2018,2,11
shot,gun,65.0,M,W,Bandon,OR,True,attack,Not fleeing,False,Senior Citizen,2018,3,11
shot,vehicle,33.0,M,B,Danville,CA,True,other,Not fleeing,False,Youth,2018,3,11
shot,unknown weapon,25.0,M,A,Shelby Township,MI,False,other,Not fleeing,False,Youth,2018,3,11
shot,gun,29.0,M,B,St. Clair Shores,MI,False,attack,Foot,False,Youth,2018,4,11
shot,gun,18.0,M,H,Albuquerque,NM,False,other,Not fleeing,False,Teenage,2018,4,11
shot,vehicle,19.0,M,W,Clear Creek Canyon,CO,False,attack,Car,False,Teenage,2018,4,11
shot,unarmed,39.0,M,H,Laramie,WY,True,undetermined,Foot,False,Adult,2018,4,11
shot,gun,61.0,M,W,Glen Burnie,MD,False,attack,Not fleeing,False,Senior Citizen,2018,5,11
shot,gun,36.0,M,W,Cocke County,TN,True,attack,Not fleeing,False,Adult,2018,5,11
shot,gun,72.0,M,W,Port Charlotte,FL,True,attack,Not fleeing,False,Senior Citizen,2018,5,11
shot,ax,48.0,M,A,Camp Croft,SC,True,attack,Not fleeing,False,Adult,2018,5,11
shot,gun,67.0,M,W,St. Cloud,FL,True,attack,Not fleeing,False,Senior Citizen,2018,6,11
shot,gun,68.0,M,W,Corona,CA,False,attack,Not fleeing,False,Senior Citizen,2018,7,11
shot and Tasered,gun,35.0,M,W,San Antonio,TX,False,attack,Not fleeing,False,Adult,2018,7,11
shot,gun,34.0,M,H,Charleston View,CA,False,attack,Foot,False,Youth,2018,8,11
shot,unknown weapon,36.0,M,B,Minneapolis,MN,True,undetermined,Not fleeing,True,Adult,2018,9,11
shot,rock,33.0,M,W,Ogden,UT,False,attack,Car,False,Youth,2018,9,11
shot,unarmed,30.0,M,W,Salt Lake City,UT,False,undetermined,Car,True,Youth,2018,9,11
shot,gun,61.0,M,W,Shakopee,MN,False,attack,Not fleeing,False,Senior Citizen,2018,9,11
shot,gun,41.0,M,B,Clarksdale,MS,False,attack,Not fleeing,False,Adult,2018,10,11
shot,unarmed,52.0,M,W,Wagoner,OK,False,other,Not fleeing,False,Senior Citizen,2018,11,11
shot,gun,26.0,M,B,Robbins,IL,False,other,Not fleeing,False,Youth,2018,11,11
shot,gun,35.0,M,H,Hemet,CA,False,attack,Foot,False,Adult,2018,11,11
shot,knife,39.0,M,W,Mantoloking,NJ,False,attack,Not fleeing,False,Adult,2018,12,11
shot and Tasered,knife,63.0,M,W,Fresno,CA,True,attack,Not fleeing,True,Senior Citizen,2018,12,11
shot,gun,36.0,M,A,Catoosa,OK,False,other,Not fleeing,False,Adult,2018,12,11
shot,gun,47.0,M,B,Oklahoma City,OK,False,undetermined,Other,False,Adult,2018,12,11
shot,knife,35.0,M,H,Alpine,CA,False,other,Not fleeing,True,Adult,2018,12,11
shot,gun,25.0,M,H,Chattanooga,TN,False,attack,Not fleeing,False,Youth,2018,12,11
shot,unknown weapon,24.0,M,B,Phoenix,AZ,False,attack,Car,False,Youth,2018,13,11
shot,gun,38.0,M,H,Pratt,KS,True,attack,Not fleeing,False,Adult,2018,13,11
shot,gun,22.0,M,B,Wythe County,VA,False,attack,Not fleeing,False,Youth,2018,14,11
shot,gun,59.0,M,W,Auburn,MA,False,attack,Not fleeing,False,Senior Citizen,2018,14,11
shot,knife,55.0,M,W,Haynesville,AL,False,attack,Not fleeing,False,Senior Citizen,2018,14,11
shot,knife,29.0,M,W,Spartanburg,SC,False,attack,Not fleeing,False,Youth,2018,14,11
shot,gun,18.0,M,B,Centennial,CO,False,other,Not fleeing,False,Teenage,2018,15,11
shot,straight edge razor,29.0,M,H,Hayward,CA,True,other,Not fleeing,False,Youth,2018,15,11
shot,knife,25.0,M,B,Augusta,GA,True,attack,Not fleeing,False,Youth,2018,15,11
shot,metal pipe,48.0,M,W,Paradise,CA,True,other,Car,False,Adult,2018,15,11
shot,gun,60.0,M,W,Demopolis,AL,False,attack,Not fleeing,False,Senior Citizen,2018,15,11
shot,gun,35.0,M,W,Houston,TX,False,attack,Not fleeing,False,Adult,2018,16,11
